arc|Klasa API: Arc. Właściwości (Properties): Arc, AcadObject, Annotative, Area, AutoDelete, BlockId, BlockName, Bounds, CastShadows, Center, ClassID, CloneMeForDragging, Closed, CollisionType, Color, ColorIndex, CompoundObjectTransform, Database, Drawable, DrawableType, Ecs, EdgeStyleId, EndAngle, EndParam, EndPoint, EntityColor, ExtensionDictionary, FaceStyleId, ForceAnnoAllVisible, GeometricExtents, Handle, HasFields, HasSaveVersionOverride, Hyperlinks, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPeriodic, IsPersistent, IsPlanar, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, Layer, LayerId, Length, Linetype, LinetypeId, LinetypeScale, LineWeight, Material, MaterialId, MaterialMapper, MergeStyle, Normal, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, PlotStyleName, PlotStyleNameId, Radius, ReceiveShadows, Spline, StartAngle, StartParam, StartPoint, Thickness, TotalAngle, Transparency, UndoFiler, UnmanagedObject, Visible, VisualStyleId, XData, AddContext, AddPersistentReactor, AddSubentityPaths, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteSubentityPaths, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, Draw, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Explode, ExplodeGeometry, ExplodeGeometryToOwnerSpace, Finalize, GetDistanceAtParameter, GetDistAtPoint, GetEventExtender, GetField, GetGeCurve, GetGraphicsMarkersAtSubentityPathIntPtr, GetGripPointsAtSubentityPath, GetHashCode, GetLifetimeService, GetOffsetCurves, GetOffsetCurvesGivenPlaneNormal, GetOrthoProjectedCurve, GetParameterAtDistance, GetParameterAtPoint, GetPersistentReactorIds, GetPlane, GetPointAtDist, GetPointAtParameter, GetProjectedCurve, GetReactors, GetRXClass, GetStretchPoints, GetSubentity, GetSubentityGeometricExtents, GetTransformedCopy, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, Highlight, InitializeLifetimeService, IsContentSnappable, JoinEntities, JoinEntity, List, MemberwiseClone, MoveGripPointsAtSubentityPaths, MoveStretchPointsAt, QueryX, RecordGraphicsModified, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, ReverseCurve, SaveAs, SetAttributes, SetDatabaseDefaults, SetDragStatus, SetFromStyle, SetGripStatus, SetLayerId, SetObjectIdsInFlux, SetPaperOrientation, SetPropertiesFrom, SetSubentityGripStatus, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, TransformBy, TransformSubentityPathsBy, Unhighlight, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the Arc class...
material|Klasa API: Material. Właściwości (Properties): Material, AcadObject, Ambient, Annotative, Anonymous, AutoDelete, Bounds, Bump, ChannelFlags, ClassID, ColorBleedScale, Database, Description, Diffuse, Drawable, DrawableType, ExtensionDictionary, FinalGather, GlobalIllumination, Handle, HasFields, HasSaveVersionOverride, Id, IlluminationModel, IndirectBumpScale, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, Luminance, LuminanceMode, MergeStyle, Mode, Name, NormalMap, ObjectBirthVersion, ObjectId, Opacity, OwnerId, PaperOrientation, ReflectanceScale, Reflection, Reflectivity, Refraction, SelfIllumination, Specular, Translucence, TransmittanceScale, TwoSided, UndoFiler, UnmanagedObject, XData, AddContext, AddPersistentReactor, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Finalize, GetEventExtender, GetField, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetReactors, GetRXClass, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, InitializeLifetimeService, MemberwiseClone, QueryX, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, SetAttributes, SetFromStyle, SetObjectIdsInFlux, SetPaperOrientation, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the Material class...
mleaderstyle|Klasa API: MLeaderStyle. Właściwości (Properties): MLeaderStyle, AcadObject, Annotative, ArrowSize, ArrowSymbolId, AutoDelete, BlockColor, BlockConnectionType, BlockId, BlockRotation, BlockScale, Bounds, BreakSize, ClassID, ContentType, Database, DefaultMText, DoglegLength, Drawable, DrawableType, DrawLeaderOrderType, DrawMLeaderOrderType, EnableBlockRotation, EnableBlockScale, EnableDogleg, EnableFrameText, EnableLanding, ExtensionDictionary, FirstSegmentAngleConstraint, Handle, HasFields, HasSaveVersionOverride, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, LandingGap, LeaderLineColor, LeaderLineType, LeaderLineTypeId, LeaderLineWeight, MaxLeaderSegmentsPoints, MergeStyle, Name, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, Scale, SecondSegmentAngleConstraint, TextAlignAlwaysLeft, TextAlignmentType, TextAngleType, TextAttachmentDirection, TextAttachmentType, TextColor, TextHeight, TextStyleId, UndoFiler, UnmanagedObject, XData, AddContext, AddPersistentReactor, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Finalize, GetEventExtender, GetField, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetReactors, GetRXClass, GetTextAttachmentType, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, InitializeLifetimeService, MemberwiseClone, OverwritePropChanged, PostMLeaderStyleToDb, QueryX, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, SetAttributes, SetFromStyle, SetObjectIdsInFlux, SetPaperOrientation, SetTextAttachmentType, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the MLeaderStyle class...
mlinestyle|Klasa API: MlineStyle. Właściwości (Properties): MlineStyle, AcadObject, Annotative, AutoDelete, Bounds, ClassID, Database, Description, Drawable, DrawableType, Elements, EndAngle, EndInnerArcs, EndRoundCap, EndSquareCap, ExtensionDictionary, FillColor, Filled, Handle, HasFields, HasSaveVersionOverride, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, MergeStyle, Name, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, ShowMiters, StartAngle, StartInnerArcs, StartRoundCap, StartSquareCap, UndoFiler, UnmanagedObject, XData, AddContext, AddPersistentReactor, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Finalize, GetEventExtender, GetField, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetReactors, GetRXClass, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, InitializeLifetimeService, MemberwiseClone, QueryX, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, Reset, ResetScaleDependentProperties, Set, SetAttributes, SetFromStyle, SetObjectIdsInFlux, SetPaperOrientation, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the MlineStyle class...
placeholder|Klasa API: PlaceHolder. Właściwości (Properties): PlaceHolder, AcadObject, Annotative, AutoDelete, Bounds, ClassID, Database, Drawable, DrawableType, ExtensionDictionary, Handle, HasFields, HasSaveVersionOverride, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, MergeStyle, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, UndoFiler, UnmanagedObject, XData, AddContext, AddPersistentReactor, ApplyPartialUndo, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, DwgIn, DwgOut, DxfIn, DxfOut, Equals, Erase, GetEventExtender, GetField, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetReactors, GetRXClass, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, InitializeLifetimeService, QueryX, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, SetAttributes, SetFromStyle, SetObjectIdsInFlux, SetPaperOrientation, SupportsCollection, SwapIdWith, SwapReferences, ToString, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the PlaceHolder class...
plotsettings|Klasa API: PlotSettings. Właściwości (Properties): AcadObject, Annotative, AutoDelete, Bounds, CanonicalMediaName, ClassID, CurrentStyleSheet, CustomPrintScale, Database, Drawable, DrawableType, DrawViewportsFirst, ExtensionDictionary, Handle, HasFields, HasSaveVersionOverride, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, MergeStyle, ModelType, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, PlotAsRaster, PlotCentered, PlotConfigurationName, PlotHidden, PlotOrigin, PlotPaperMargins, PlotPaperSize, PlotPaperUnits, PlotPlotStyles, PlotRotation, PlotSettingsName, PlotTransparency, PlotType, PlotViewName, PlotViewportBorders, PlotWindowArea, PlotWireframe, PrintLineweights, ScaleLineweights, ShadePlot, ShadePlotCustomDpi, ShadePlotId, ShadePlotResLevel, ShowPlotStyles, StdScale, StdScaleType, UndoFiler, UnmanagedObject, UseStandardScale, XData, AddContext, AddPersistentReactor, AddToPlotSettingsDictionary, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Finalize, GetEventExtender, GetField, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetReactors, GetRXClass, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, InitializeLifetimeService, MemberwiseClone, QueryX, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, SetAttributes, SetFromStyle, SetObjectIdsInFlux, SetPaperOrientation, SetShadePlot, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the PlotSettings class...
proxyobject|Klasa API: ProxyObject. Właściwości (Properties): ProxyObject, AcadObject, Annotative, ApplicationDescription, AutoDelete, Bounds, ClassID, Database, Drawable, DrawableType, ExtensionDictionary, Handle, HasFields, HasSaveVersionOverride, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, MergeStyle, ObjectBirthVersion, ObjectId, OriginalClassName, OriginalDxfName, OwnerId, PaperOrientation, ProxyFlags, UndoFiler, UnmanagedObject, XData, AddContext, AddPersistentReactor, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Finalize, GetEventExtender, GetField, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetReactors, GetReferences, GetRXClass, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, InitializeLifetimeService, MemberwiseClone, QueryX, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, ResurrectMeNow, SetAttributes, SetFromStyle, SetObjectIdsInFlux, SetPaperOrientation, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the ProxyObject class...
rasterimagedef|Klasa API: RasterImageDef. Właściwości (Properties): RasterImageDef, AcadObject, ActiveFileName, Annotative, AutoDelete, Bounds, ClassID, ColorDepth, Database, Drawable, DrawableType, ExtensionDictionary, FileDescCopy, FileType, Handle, HasFields, HasSaveVersionOverride, Id, ImageModified, IsAProxy, IsCancelling, IsDisposed, IsEmbedded, IsErased, IsEraseStatusToggled, IsLoaded, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, MergeStyle, ObjectBirthVersion, ObjectId, Organization, OwnerId, PaperOrientation, ResolutionMMPerPixel, ResolutionUnits, SearchForActivePath, Size, SourceFileName, UndoFiler, UndoStoreSize, UnmanagedObject, XData, AddContext, AddPersistentReactor, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CloseImage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateImageDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Embed, Equals, Erase, Finalize, GetEntityCount, GetEventExtender, GetField, GetHashCode, GetImageDictionary, GetLifetimeService, GetPersistentReactorIds, GetReactors, GetRXClass, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, ImageCopy, InitializeLifetimeService, Load, LocateActivePath, MemberwiseClone, OpenImage, QueryX, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, SetAttributes, SetFromStyle, SetImage, SetObjectIdsInFlux, SetPaperOrientation, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SuggestName, SupportsCollection, SwapIdWith, SwapReferences, ToString, Unload, UpdateEntities, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the RasterImageDef class...
rastervariables|Klasa API: RasterVariables. Właściwości (Properties): RasterVariables, AcadObject, Annotative, AutoDelete, Bounds, ClassID, Database, Drawable, DrawableType, ExtensionDictionary, Handle, HasFields, HasSaveVersionOverride, Id, ImageFrame, ImageQuality, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, MergeStyle, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, UndoFiler, UnmanagedObject, UserScale, XData, AddContext, AddPersistentReactor, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Finalize, GetEventExtender, GetField, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetReactors, GetRXClass, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, InitializeLifetimeService, MemberwiseClone, QueryX, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, SetAttributes, SetFromStyle, SetObjectIdsInFlux, SetPaperOrientation, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the RasterVariables class...
renderenvironment|Klasa API: RenderEnvironment. Właściwości (Properties): RenderEnvironment, AcadObject, Annotative, AutoDelete, Bounds, ClassID, Database, Distances, Drawable, DrawableType, EnvironmentImageEnabled, EnvironmentImageFileName, ExtensionDictionary, FogBackgroundEnabled, FogColor, FogDensity, FogEnabled, Handle, HasFields, HasSaveVersionOverride, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, MergeStyle, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, UndoFiler, UnmanagedObject, XData, AddContext, AddPersistentReactor, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Finalize, GetEventExtender, GetField, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetReactors, GetRXClass, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, InitializeLifetimeService, MemberwiseClone, QueryX, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, SetAttributes, SetFromStyle, SetObjectIdsInFlux, SetPaperOrientation, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the RenderEnvironment class...
renderglobal|Klasa API: RenderGlobal. Właściwości (Properties): RenderGlobal, AcadObject, Annotative, AutoDelete, Bounds, ClassID, Database, Dimensions, Drawable, DrawableType, ExposureType, ExtensionDictionary, Handle, HasFields, HasSaveVersionOverride, HighInfoLevel, Id, IsAProxy, IsCancelling, IsDisposed, IsErased, IsEraseStatusToggled, IsModified, IsModifiedGraphics, IsModifiedXData, IsNewObject, IsNotifyEnabled, IsNotifying, IsObjectIdsInFlux, IsPersistent, IsReadEnabled, IsReallyClosing, IsTransactionResident, IsUndoing, IsWriteEnabled, MergeStyle, ObjectBirthVersion, ObjectId, OwnerId, PaperOrientation, PredefinedPresetsFirst, ProcedureAndDestination, SaveEnabled, SaveFileName, UndoFiler, UnmanagedObject, XData, AddContext, AddPersistentReactor, ApplyPartialUndo, AssertNotifyEnabled, AssertReadEnabled, AssertWriteEnabled, Audit, Cancel, Clone, Close, CloseAndPage, CompareTo, CopyFrom, CreateExtensionDictionary, CreateObjRef, DecomposeForSave, DeepClone, DeleteUnmanagedObject, DisableUndoRecording, Dispose, DowngradeOpen, DowngradeToNotify, DwgIn, DwgInFields, DwgOut, DwgOutFields, DxfIn, DxfInFields, DxfOut, DxfOutFields, Equals, Erase, Finalize, GetEventExtender, GetField, GetHashCode, GetLifetimeService, GetPersistentReactorIds, GetReactors, GetRXClass, GetTransientReactors, GetType, GetXDataForApplication, HandOverTo, HasContext, HasPersistentReactor, InitializeLifetimeService, MemberwiseClone, QueryX, ReleaseExtensionDictionary, RemoveContext, RemoveField, RemovePersistentReactor, ResetScaleDependentProperties, SetAttributes, SetFromStyle, SetObjectIdsInFlux, SetPaperOrientation, SubSetAttributes, SubViewportDraw, SubViewportDrawLogicalFlags, SubWorldDraw, SupportsCollection, SwapIdWith, SwapReferences, ToString, UpgradeFromNotify, UpgradeOpen, ViewportDraw, ViewportDrawLogicalFlags, WblockClone, WorldDraw, X, XDataTransformBy, Cancelled, Copied, Erased, Goodbye, Modified, ModifiedXData, ModifyUndone, ObjectClosed, OpenedForModify, Reappended, SubObjectModified, Unappended. Opis: Initializes a new instance of the RenderGlobal class...
